id,name,ingredients,preparation,image,category_id,proportion,time_prep,time_cook,description
980,Canard à l'antillaise,"[""-  1 canard de 1,5 kg, préparé et coupé en morceaux"", ""-  1 oignon"", ""-  Le jus de 1 citron vert"", ""-  25 cl de bouillon de volaille"", ""-  3 cuil. à soupe d'huile d'olive"", ""-  3 cuil. à soupe de rhum"", ""-  2 cuil. à soupe de concentré de tomate"", ""-  Quelques clous de girofle"", ""-  1 cuil. à soupe de thym"", ""-  3 cuil. à soupe de Cointreau"", ""-  20 g de beurre"", ""-  Sel, poivre du moulin""]","[""Laissez macérer plusieurs heures les morceaux de canard salés et poivrés dans le jus de citron. Remuez de temps en temps."", ""Faites chauffer l'huile dans une cocotte, ajoutez le beurre et lorsqu'il est fondu, faites-y dorer les morceaux de canard. Flambez-les avec du rhum."", ""Épluchez l'oignon, coupez-le en deux et piquez-y des clous de girofle, ajoutez-le dans la cocotte. Poursuivez la cuisson quelques instants, puis mouillez avec le bouillon de volaille. Ajoutez le concentré de tomate, le thym, poivrez. Laissez mijoter 10 min."", ""Versez le Cointreau et laissez cuire encore 10 min. Ajoutez le liquide de macération et rectifiez éventuellement l'assaisonnement. Mélangez bien. Servez les morceaux de canard nappés de jus.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/29d3b7319a8ce7292d218abbdc39dda36608f913.jpeg,815,4 pers.,00H45,-,"Le canard est particulièrement intéressant pour les accords mets et vins. Ici le plat se corse avec le rhum et le cointreau, et devient savoureux en présence du bouillon. Les vins rouges de caractère, fins, aux tanins enrobés ou denses constituent le compagnon idéal : en Bordelais,"
981,Gâteau au chocolat et aux amaretti,"[""-  6 amaretti"", ""-  3 œufs"", ""-  50 g de beurre ramolli + 1 noisette de beurre froid pour le moule"", ""-  50 g de cacao amer en poudre"", ""-  75 g de sucre"", ""-  30 cl de crème fleurette""]","[""Écrasez les amaretti plus ou moins finement (selon votre préférence) dans un mortier, au mixeur ou avec un rouleau à pâtisserie. Beurrez généreusement le moule à manqué. Préchauffez le four à 200 °C."", ""Séparez les blancs des jaunes d'oeufs. Dans un saladier, battez au fouet électrique le beurre ramolli et les jaunes d'oeufs jusqu'à ce que le mélange devienne léger, pâle et prenne une consistance de mayonnaise. Ajoutez alors les amaretti, le cacao, le sucre et enfin la crème."", ""Battez les blancs d'oeufs en neige ferme et incorporez-les au mélange avec une spatule en caoutchouc. Versez le tout dans le moule, déposez le moule dans un plat en métal dans lequel vous versez de l'eau frémissante à hauteur des deux tiers du moule. Faites cuire 40 min au four. Laissez le gâteau refroidir dans le moule, sur une grille. Il durcit en refroidissant.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/2271296ea5689c049d72bcd83e25a4547afcdaf7.jpeg,839,-,-,-,"Délicieux moelleux au chocolat, dont l'amertume est soulignée par le grain fin du biscuit amaretti. Si le vin est effervescent, il doit être rosé pour répondre au chocolat. S'il est tranquille, le vin doux rouge prend ici toute sa place."
990,Brochettes de poisson aux épices,"[""-  1 kg de chair de poisson (lotte ou espadon)"", ""-  6 gousses d'ail"", ""-  1 bouquet de persil"", ""-  1 bouquet de coriandre"", ""-  1 cuil. à café de piment doux"", ""-  1/2 cuil. à café de piment fort"", ""-  1/2 cuil. à café de cumin en poudre"", ""-  3 cuil. à soupe d'huile"", ""-  1 cuil. à café de sel""]","[""Lavez et hachez le persil ainsi que la coriandre."", ""Détaillez la chair du poisson en gros dés, puis mélangez-les avec les fines herbes, les piments, le cumin, l'huile et le sel, et laissez macérer pendant environ 1 h au réfrigérateur."", ""Enfilez les dés de poisson sur des brochettes. Placez-les sous le gril électrique bien chaud et faites-les cuire légèrement (5 min).""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/262fb34dfd9d2391ca23bc3457ed8a23b82724b5.jpeg,816,8 pers.,00H15,00:05,"Un poisson ferme habillé d'épices, à la texture délicate. Choisir un vin blanc sec et corsé de belle origine et suffisamment aromatique pour répondre aux épices :"
989,Hachua,"[""-  300 g de steak"", ""-  300 g de bas de carré de veau"", ""-  2 gros oignons"", ""-  3 poivrons"", ""-  1 bouquet garni (thym frais, persil plat, laurier)"", ""-  1 ou 2 fortes pincées de piment d'Espelette"", ""-  1 cuil. à soupe de vin blanc sec"", ""-  2 cuil. à soupe d'huile d'olive"", ""-  Sel""]","[""Pelez et hachez les oignons. Coupez les poivrons en lanières. Hachez les viandes au robot."", ""Dans une sauteuse, faites chauffer l'huile à feu moyen et faites-y blondir les oignons 5 min. Ajoutez la viande et faites-la revenir 5 min en l'écrasant à la fourchette avant d'incorporer les poivrons et le bouquet garni."", ""Couvrez la sauteuse et faites cuire doucement 15 min. Salez et pimentez."", ""Ôtez le bouquet garni, versez le vin et laissez cuire quelques secondes en tournant. Servez avec des pommes de terre sautées.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/721255d936cf1275f95a9bc779f79fd7ac62ef80.jpeg,826,4 pers.,00H20,00:20,"Un plat proche d'une bolognaise sans tomate, caractérisé par la touche végétale du poivron et relevé par le piment. Un mets rustique, un peu farineux et friable. Optez pour un rosé sec de caractère ou un vin rouge structuré et fruité avec du velouté, du Sud-Ouest ou des Pyrénées."
985,Lasagnes de pommes de terre aux deux saumons,"[""-  700 g de pommes de terre à chair ferme"", ""-  15 cl de crème fraîche"", ""-  4 branches d'aneth"", ""-  Le jus de 1 citron vert"", ""-  4 tranches de saumon fumé"", ""-  200 g de saumon frais dans le filet"", ""-  20 g de beurre"", ""-  Sel, poivre du moulin""]","[""Lavez les pommes de terre et placez-les dans une casserole d'eau froide salée. Mettez sur le feu et laissez cuire 15 min à partir de l'ébullition. Vérifiez la cuisson avec la pointe d'un couteau. Passez les pommes de terre sous l'eau froide et égouttez-les, puis pelez-les et coupez-les en rondelles. Réservez."", ""Dans un bol, mélangez la crème, l'aneth ciselé et le jus du citron. Salez et poivrez."", ""Prenez un plat à gratin, beurrez-le et garnissez-le avec un tiers des pommes de terre. Recouvrez avec les tranches de saumon fumé puis versez la moitié de la crème. Recouvrez à nouveau avec un tiers de pommes de terre puis avec le saumon frais coupé en dés. Versez le reste de la crème et recouvrez avec le dernier tiers de pommes de terre. Donnez un tour de moulin à poivre puis enfournez 15 min dans un four préchauffé à 180 °C (th. 6).""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/a0f69955005ebdd6eaad13864b22515ff4ae13a8.jpeg,816,4 pers.,00H05,00:35,"Un plat proche du gratin, dense en texture, qui allie présence salée et croquant. Le vin aura pour rôle d'alléger le plat en pénétrant les couches de pomme de terre, disposées comme un matelas drapé d'un lit de crème."
988,Quiche au saumon,[],[],"",820,"","","",""
994,Langouste grillée sauce chien,"[""-  1 langouste d'environ 1,2 kg"", ""-  1 oignon"", ""-  1 piment"", ""-  1 pincée de thym"", ""-  Le jus de 2 citrons verts"", ""-  1 petit verre de rhum blanc"", ""-  3 cuil. à soupe d'huile"", ""-  Sel, poivre du moulinPour la sauce chien :"", ""-  3 cives"", ""-  1 citron vert"", ""-  1 oigon"", ""-  1 gousse d'ail"", ""-  1 cuil. à soupe d'huile d'olive"", ""-  1 piment créole""]","[""Si la langouste est vivante, placez la pointe d'un gros couteau entre ses antennes et enfoncez-le d'un coup sec à l'aide d'un marteau. Coupez-la en deux."", ""Épluchez et coupez l'oignon en fines lamelles. Ouvrez le piment, retirez délicatement les graines et rincez la pulpe. Coupez-la en petits carrés."", ""Dans une grande cocotte, faites chauffer l'huile et saisissez-y les moitiés de langouste sur chaque face pendant quelques instants. Lorsqu'elles sont bien grillées, versez le rhum blanc dessus et faites-les flamber."", ""Ajoutez le jus des citrons verts, le thym, salez et poivrez. Laissez mijoter à feu très doux 5 min ou plus suivant la taille de la langouste. Servez avec une sauce chien."", ""\"""", ""Sauce chien"", ""Lavez le piment, puis ôtez délicatement les graines avec un couteau pointu. Rincez la pulpe et découpez-en la moitié en fines lanières. Coupez le citron en deux et pressez-le pour en extraire le jus. Epluchez l'oignon et les cives et émincez-les. Pelz la gousse d'ail et écrasez-la au presse-ail."", ""Mettez tous ces ingrédients dans un grand bol, ajoutez l'huile et mélangez bien. Faites bouillir un bol d'eau, versez-le dans le bol, couvrez et laissez infuser 30 min.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/1ab9d28a6d6493b952e14375e76de89dcca04be2.jpeg,827,4 pers.,00H30,-,"Un classique, aromatique, ferme de texture, iodé, savoureux. Choisir un vin blanc sec et bouqueté, au corps frais et opulent. L'équilibre acidité-alcool accompagnera le goût nature du crustacé. La Bourgogne, de Chablis à Mâcon, le Bordelais ou l'Alsace offrent des blancs qui conviendront parfaitement."
992,Filet mignon de veau rôti,[],[],"",826,"","","",""
991,Clafoutis aux cerises,"[""-  1 kg de cerises"", ""-  1 gousse de vanille"", ""-  200 g de sucre en poudre"", ""-  25 g de beurre pour le moule"", ""-  8 œufs"", ""-  50 cl de lait entier"", ""-  200 g de farine"", ""-  1 pincée de sel\r\n \r\nRecette extraite du livre Gâteaux de Thomas Feller""]","[""Préchauffez le four à 190 °C (th. 6). Nettoyez puis équeutez les cerises. Essorez-les rapidement dans un chiffon. Fendez la gousse de vanille dans la longueur et grattez l’intérieur avec la pointe d’un couteau pour récupérer les petites graines noires qu’elle contient. Mélangez-les avec le sucre."", ""Beurrez un grand moule à gâteau et saupoudrez tout l’intérieur d’un peu de sucre. Déposez-y ensuite les cerises."", ""Dans un grand saladier, fouettez vigoureusement les oeufs avec le sucre. Versez alors le lait, puis ajoutez la farine et le sel. Mélangez bien en vous assurant qu’il n’y a aucun grumeau."", ""Versez la pâte sur les cerises et enfournez pour 45 min de cuisson. Le clafoutis doit dorer et gonfler. Il est cuit lorsque la pointe d’un couteau enfoncée à cœur en ressort humide mais propre. Sortez ensuite le clafoutis du four et laissez-le reposer une nuit au réfrigérateur. Servez bien frais.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/09/75154abb0a7b2b7646fdf1d3e30ba550f442f8ec.jpeg,821,4 pers.,00H15,00:45,"Pour faire écho à la consistance du clafoutis, à son côté crémeux et à ses notes de cerise cuite, les vins doux naturels ou les vins de liqueur (rouges et plutôt jeunes pour garder le côté fruité) constituent de bons partenaires:"
993,Terrine de poisson,[],[],"",820,"","","",""
996,Terrine de volaille,[],[],"",835,"","","",""
1000,Carbonade de bœuf à la flamande,[],[],"",818,"","","",""
998,Crème caramel,[],[],"",833,"","","",""
997,Côtes de veau Lucullus (bacon et gruyère),[],[],"",826,"","","",""
1169,Pissaladière,"[""-  300 g de pâte à pizza à l'huile d'olive"", ""-  5 gros oignons"", ""-  2 cuil. à soupe d'olives noires hachées"", ""-  3 grosses tomates"", ""-  3 beaux anchois"", ""-  2 cuil. à soupe d'huile d'olive"", ""-  1 petite pincée de sel"", ""-  1 pincée de muscade"", ""-  1/2 cuil. à café de thym""]","[""Émincez les oignons, salez-les et faites-les revenir de 10 à 12 min dans une poêle avec l'huile d'olive. Réservez dans un saladier."", ""Pilez dans un mortier (ou écrasez au mixer) les anchois débarrassés de leurs arêtes. Délayez enusite cette crème avec un peu d'eau."", ""Étendez la pâte dans un plat à four rond ou rectangulaire."", ""Préchauffez le four à 210 °C (th. 7-8). Mélangez la crème d'anchois, les olives et les oignons. Garnissez-en la pâte."", ""Coupez les tomates en fines tranches et répartissez-les sur la pâte, ajoutez le thym, du sel, de la muscade et du poivre."", ""Faites cuire à four moyen pendant 35 min. Servez chaud.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/efaa608f87a121479a8f1ca0eec9f58016806de2.jpeg,820,6 pers.,00H20,00:45,"Avec cette spécialité aussi simple que riche en goût,"
1020,Ris de veau à la crème,[],[],"",836,"","","",""
1011,Poulet Frites,"[""- Poulet (préparé et bridé) : 1 kg 200 env.30 g. de beurreSel, poivre\r\n \r\nRecette extraite du livre Les recettes faciles de Françoise Bernard""]","[""Préchauffez votre four environ 15 minutes à l'avance."", ""Salez et poivrez l'intérieur du poulet.Introduisez-y une grosse noix de beurre. Tartinez-en l'extérieur que vous salez et poivrez."", ""Déposez le poulet dans un plat à feu, sur le côté. Mettez le plat à mi-hauteur du four chaud (200 ° C, thermostat 6/7). Laissez cuire une heure environ (de 25 à 30 minutes par 500 g). Au cours de la cuisson, retournez le poulet sur l'autre cuisse puis sur le dos, pour qu'il soit uniformément doré."", ""Quand le poulet est cuit, retirez-le du plat. Découpez-le et mettez les morceaux dans un plat chaud. Délayez le jus de cuisson resté dans le plat avec quelques cuillérées de soupe d'eau bouillante, en grattant le fond du plat avec une cuillère en bois pour bien récupérer les sucs de la volaille. Faites bouillir 1 minute. Remettez un peu de sel et versez cette sauce dans une saucière chaude. A servir avec des frites.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/09/6b6ba9e618a230e9bc30971078ec4bae082e973a.jpeg,815,4 pers.,00H30,01:00,""
1028,Daube de sanglier,[],[],"",823,"","","",""
1012,Lapin à la crème,[],[],"",824,"","","",""
1006,Mouclade,[],[],"",817,"","","",""
1005,Civet de biche aux champignons,[],[],"",823,"","","",""
1010,Melon et jambon cru,[],[],"",835,"","","",""
1003,Moules farcies,[],[],"",817,"","","",""
1004,Huîtres crues,[],[],"",817,"","","",""
1015,Perdrix à la broche,[],[],"",823,"","","",""
1013,Daurade au four,[],[],"",816,"","","",""
1024,Turbot sauce hollandaise,[],[],"",816,"","","",""
1017,Langres,[],[],"",834,"","","",""
1007,Gâteau au chocolat,[],[],"",839,"","","",""
1021,Potée auvergnate,[],[],"",819,"","","",""
1019,Forêt noire,[],[],"",821,"","","",""
1027,Rosbif froid,[],[],"",818,"","","",""
1023,Brillat-savarin,[],[],"",834,"","","",""
1022,Aiguillettes de canard grillées,[],[],"",815,"","","",""
1009,Faisan Souvaroff (truffes et foie gras),[],[],"",823,"","","",""
1018,Rôti de porc aux pruneaux,[],[],"",819,"","","",""
1002,Calamars farcis au riz et sauce tomate,[],[],"",816,"","","",""
1008,Salers,[],[],"",829,"","","",""
1014,Sauté d'agneau au curry,[],[],"",825,"","","",""
1025,Saucisses de Toulouse grillées,[],[],"",819,"","","",""
1034,Cuissot de sanglier,[],[],"",823,"","","",""
1033,Escalopes de foie gras aux raisins,[],[],"",831,"","","",""
1030,Mousseline de brochet,[],[],"",816,"","","",""
1032,Entrecôte sauce béarnaise,[],[],"",818,"","","",""
1035,Ailerons de poulet caramélisés,[],[],"",815,"","","",""
1031,Canard aux figues,[],[],"",815,"","","",""
1036,Crabe au curry et lait de coco,"[""-  400 g de chair de crabe en boîte"", ""-  15 cl de lait de coco"", ""-  3 cuil. à soupe d'échalotes émincées surgelées"", ""-  4 cuil. à soupe de coriandre coupée surgelée"", ""-  1 tronçon de gingembre frais de 3 cm"", ""-  1 gousse d'ail"", ""-  1 cuil. à soupe de curry"", ""-  2 cuil. à soupe d'huile"", ""-  Sel, poivre""]","[""Épluchez et râpez finement le gingembre. Égouttez le crabe et émiettez-le. Pelez et écrasez la gousse d'ail au presse-ail."", ""Faites chauffer l'huile à feu moyen dans une poêle ou une casserole. Ajoutez l'ail, le curry et le gingembre, et faites revenir le tout 1 min en remuant. Ajoutez ensuite les échalotes et faites-les blondir 2 min en remuant."", ""Versez le lait de coco, portez à ébullition et faites réduire un peu avant d'ajouter le crabe et 2 cuillerées à soupe de coriandre. Salez, poivrez. Poursuivez la cuisson 5 min en remuant."", ""Hors du feu, parsemez le reste de la coriandre et mélangez. Servez avec un riz blanc à cuisson rapide.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/765b55aac21b97b9453f44f4118ac9e532f8cd08.jpeg,827,4 pers.,00H15,-,"Iodé et relevé par les épices, ce plat se révèle avant tout par sa rémanence (persistance aromatique des sensations en bouche, après avoir avalé ou recraché le vin, exprimée en secondes ou caudalies). Le vin devra être sec, minéral et puissant."
1038,Faisan rôti,[],[],"",823,"","","",""
1039,Alose à l'oseille,[],[],"",816,"","","",""
1041,Friture de chipirons,[],[],"",816,"","","",""
1048,Côtes de veau grillées,[],[],"",826,"","","",""
1047,Truite au bleu,[],[],"",816,"","","",""
1042,Terrine de foie de volaille,[],[],"",836,"","","",""
1045,Terrine de gibier,[],[],"",835,"","","",""
1043,Langue de bœuf sauce madère,[],[],"",836,"","","",""
1044,Chou farci au porc,[],[],"",822,"","","",""
1046,Dinde rôtie,[],[],"",815,"","","",""
1281,Poisson épicé au four,"[""- 1 poisson de 1,5 kg (dorade, truite, merlan, etc.)"", ""- 250 g d’amandes"", ""- 2 gros oignons"", ""- 1 tête d’ail"", ""- 2 tomates"", ""- 1 bouquet d’aneth"", ""- 1 cuil. à café de graines de cumin"", ""- 1 cuil. à café de graines de pavot"", ""- 1 cuil. à café de poivre"", ""- 1 cuil. à café de piment"", ""- 4 cuil. à soupe d’huile d’olive"", ""- Sel""]","[""Écaillez et videz le poisson (ou faites-le faire par le poissonnier), lavez-le et séchez-le. Hachez les amandes grossièrement et mélangez-les à 1 demi-verre d’eau. Réservez."", ""Épluchez les oignons, émincez-les. Faites-les blondir dans l’huile à la poêle. Épluchez et écrasez l’ail, coupez les tomates en dés, équeutez le bouquet d’aneth."", ""Préchauffez le four à 190 °C (th. 6). Mettez tous les ingrédients dans la poêle, ajoutez les épices, salez et mélangez. Tapissez un plat allant au four avec la moitié de cette préparation. Posez le poisson dessus et versez le reste de la préparation."", ""Enfournez le poisson pendant 45 min.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/13/59c6de26a7b89f10bac3d80575c23a498917027e.jpeg,816,-,-,00:45,"Cuit entier, le poisson offre une chair moelleuse et juteuse, parfumée, dans cette préparation, d’un mélange complexe d’aromates et d’épices."
1053,"Feuilletés au foie gras, champignons et jambon","[""-  250 g de pâte feuilletée"", ""-  100 g de parfait de foie gras d'oie"", ""-  1 petite boîte de truffes"", ""-  1 sachet de morilles séchées"", ""-  4 tranches fines de jambon de Parme"", ""-  1 jaune d'œuf"", ""-  5 cl d'armagnac"", ""-  4 cuil. à soupe de crème fraîche épaisse"", ""-  Sel, poivre""]","[""Mettez les morilles à tremper dans un bol d'eau tiède légèrement salée pendant 25 min environ, jusqu'à ce qu'elles soient gonflées et ramolies."", ""Pendant ce temps, faites chauffer le four à 230 C, thermostat 7, et sortez la plaque à pâtisserie de l'appareil. Abaissez la pâte feuilletée sur un plan de travail et découpez-y 8 disques de 8 cm de diamètre. Humectez la plaque et étalez-y les disques de pâte. Battez le jaune d'oeuf avec une cuillerée d'eau. Dorez les disques avec l'oeuf à l'aide d'un pinceau. Faites cuire 15 min dans le four. Coupez le foie gras en 4 tranches."", ""Sortez les feuilletés du four sans éteindre celui-ci et coupez-les en deux dans l'épaisseur. Garnissez chaque fond avec 1 tranche de jambon, 1 tranche de foie gras et 1 morceau de truffe (réservez le jus des truffes), puis refermez avec le couvercle. Réservez."", ""Mettez les morilles avec leur eau de trempage dans une petite casserole et faites-les pocher quelques minutes, puis reversez-les dans le bol et tenez-les au chaud. Mettez à la place l'armagnac et le jus des truffes. Faites réduire 1 ou 2 min à feu vif, puis baissez la flamme et incorporez la crème fraîche pour lier. Salez et poivrez. Tenez cette préparation au chaud."", ""Faites réchauffer dans le four les feuilletés garnis pendant 3 min. Égouttez les morilles."", ""Servez bien chaud sur des assiettes, accompagnés des morilles arrosées de sauce à l'armagnac.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/fc931f56d99949f0d64be071bb8fd7b77ef24328.jpeg,831,4 pers.,00H40,-,"Un plat noble, pour deux raisons : la réunion de superbes ingrédients, très aromatiques, et l'association des textures : croustillant du feuilletage, fermeté, fondant et amertume du foie, croquant de la truffe et douceur salée du jambon. Les gourmands n'oublieront pas le classique accord vin blanc liquoreux ou vin de liqueur sur l'amertume du foie (voir Foie gras de canard en cocotte). Les morilles inciteront au choix d'un vin épanoui, et le jambon à celui d'un vin rouge corsé et structuré par des tanins atlantiques. Evitez le rosé, hormis la douceur du"
1050,Brochet poché au vin rouge,[],[],"",816,"","","",""
1054,Gâteau aux noix,[],[],"",821,"","","",""
1057,Fricassée de champignons,[],[],"",822,"","","",""
1055,Lapin à la bière,[],[],"",824,"","","",""
1051,Langoustines rôties au safran,[],[],"",827,"","","",""
1056,Carrelet meunière,[],[],"",816,"","","",""
1375,Huitres sauce gingembre,"[""-  24 grosses huîtres"", ""-  4 oignons nouveaux"", ""-  3 cm de gingembre frais"", ""-  1 botte de coriandre"", ""-  2 cuil. à soupe d'huile de sésame"", ""-  1 cuil. à soupe de vinaigre de riz(à défaut du vinaigre de Xeres)"", ""-  Poivre du moulin""]","[""Ouvrez les huîtres, enlevez l'eau et répartissez-les dans des paniers de cuisson à vapeur (si vous ne possédez pas de grands paniers, n'hésitez pas à le faire en plusieurs fois). Posez les paniers de cuisson sur une casserole remplie d'eau bouillante et laissez cuire 10 min."", ""Pendant ce temps, hachez finement les oignons nouveaux. Épluchez et hachez le gingembre. Effeuillez la coriandre. Dans un grand bol, mélangez l'huile, le vinaigre, les oignons et le gingembre. Poivrez."", ""Quand les huîtres sont cuites, versez 1 cuillerée à café de la sauce sur chaque huître et saupoudrez de coriandre. Servez aussitôt.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/04efcc7069e233341aa8daa9db7827d0c71dd508.jpeg,817,6 pers.,00H20,00:10,"Crues ou cuites, les huîtres présentent une dominante salée-sapide ou visqueuse. Leurs arômes et leur consistance dépendront aussi de leur période de consommation. L'association des épices inciterait presque au choix d'huîtres grasses pleine mer, creuses. Malgré les épices, il est préférable de choisir"
1376,Haddock moutarde,"[""-  4 filets de haddock de 200 g ou 2 filets de 400 g"", ""-  75 cl de lait"", ""-  100 g de beurre ramolli"", ""-  1 cuil. à soupe de moutarde forte"", ""-  1 bouquet garni (thym frais, laurier, persil plat)"", ""-  1 petit bouquet de persil plat"", ""-  Sel, poivre du moulin, poivre en grains""]","[""Lavez et essuyez les filets de haddock. Faites-les tremper 2 h dans 50 cl lait. Égouttez-les et retirez les éventuelles arêtes qui peuvent subsister à l'aide d'une pince à épiler."", ""Déposez les filets dans votre autocuiseur ( le temps de cuisson est de 6 mn pour un autocuiseur à étriers ou un autocuiseur à 2 modes en position 1), couvrez-les de 25 cl lait et ajoutez le bouquet garni et quelques grains de poivre. Fermez l'autocuiseur et faites chauffer à feu moyen jusqu'au début de la rotation de la soupape, puis baissez le feu et laissez cuire le temps indiqué."", ""Pendant la cuisson, mettez dans le bol d'un mini-hachoir le beurre coupé en parcelles, la moutarde, les feuilles de persil, du sel et du poivre. Mixez en pommade."", ""Hors du feu, faites tomber la pression. Posez chaque filet (ou demi-filet) sur une assiette chaude et retirez la peau. Posez une noisette de beurre de moutarde sur chaque filet et servez.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/b7be64200cd6cc0242990c1b14a6c3881994d532.jpeg,816,4 pers.,02H10,00:08,"Une préparation simple pour un poisson à forte personnalité, offrant des saveurs fumées prononcées, une texture ferme et légèrement élastique. Un mets que l'on appréciera accompagné d'un vin blanc sec et corsé ou avec une belle nervosité côtière. A tenter également : un cidre brut de Cornouailles ou une bière de garde ambrée des Flandres, ou encore 2 cl d'eau-de-vie de Genièvre de Flandres et d'Artois."
1076,Moules marinières,[],[],"",817,"","","",""
1063,Tomme de Savoie,[],[],"",829,"","","",""
1065,Tarte aux mirabelles,[],[],"",821,"","","",""
1062,Truite aux amandes,[],[],"",816,"","","",""
1061,Civet de marcassin,[],[],"",823,"","","",""
1075,Pommes au four,[],[],"",821,"","","",""
1072,Tarte aux ananas,[],[],"",821,"","","",""
1073,Cèpes à la bordelaise,[],[],"",822,"","","",""
1060,Canard aux navets,[],[],"",815,"","","",""
1067,Rognons de veau sautés,[],[],"",836,"","","",""
1070,Tajine d'agneau aux pruneaux,[],[],"",825,"","","",""
1069,Tendrons de veau braisés,[],[],"",826,"","","",""
1068,Grenadins de veau braisés,[],[],"",826,"","","",""
1066,Pigeon aux épices,[],[],"",823,"","","",""
1074,Quiche aux fruits de mer,[],[],"",820,"","","",""
812,Pizza aux poivrons confits et à la feta,"[""-  400 g de pâte à pizza"", ""-  8 poivrons rouges"", ""-  1 bocal de feta en cubes (marinés dans l'huile)"", ""-  3 gousses d'ail"", ""-  5 cl d'huile d'olive"", ""-  Sel, poivre""]","[""Enveloppez les poivrons individuellement dans du papier d'aluminium, mettez-les à cuire 20 min au four à 200 °C (th. 7). Laissez le four allumé. Une fois cuits, retirez la peau, les pépins, rincez-les sous l'eau froide, puis coupez-les en lanières. Hachez les gousses d'ail, mélangez-les dans un saladier avec les poivrons, l'huile d'olive, du sel et du poivre."", ""Étalez la pâte de manière à former six ronds assez fins. Faites-les cuire à blanc (sans rien dessus) 5 min au four."", ""Répartissez les poivrons marinés et les cubes de feta sur les ronds de pâte précuits. Passez les pizzas 5 min au four à 200 °C (th. 7). Servez aussitôt.""]",https://www.hachette-vins.com/uploads/media/cache/thumb_medium/uploads/media/recettes/0001/05/cef8f6b168da8f0e0b6bdcd4a1bd81da1738ddc2.jpeg,820,6 pers.,00H45,00:30,"Du croustillant à la base, du croquant-fondant en surface et une belle acidité grâce à la féta : voici une excellente mise en scène pour le vin. Celui-ci sera blanc sec et corsé méditerranéen pour mettre en valeur la feta (mais pas le poivron). Un vin rosé ou un vin rouge généreux et épicé de même origine valoriseront quant à eux à la fois le poivron et la feta. On pense à un rosé ou un rouge sec italien ; mais tous les vins méditerranéens conviendront sur ce plat universel. Vous avez l'embarras du choix."
